Date,Type,Area,Furnished,Latitude,Longitude,Rental
2021-06,3 room,67.0,yes,1.32138118291427,103.884306283099,2000
2023-05,3-room,88.0,yes,1.3665990830055,103.846874423696,2750
2022-06,5-room,122.0,yes,1.32791288824126,103.904833849402,2850
2022-06,5-room,122.0,yes,1.35104857129899,103.932057060254,3150
2022-08,3-room,75.0,yes,1.29113483646901,103.826764453591,2500
2022-05,3-room,75.0,yes,1.35134562943881,103.949091351711,2950
2021-01,4 room,90.0,yes,1.38756341803929,103.891211046862,2000
2023-01,3-room,60.0,yes,1.35877773497643,103.946270788952,1800
2023-02,4-room,100.0,yes,1.35145449026423,103.889315052718,2050
2023-05,5-room,122.0,yes,1.3608152793445,103.954640346689,4300
2022-09,4-room,108.0,yes,1.3336901273759,103.868810587506,2850
2022-09,5-room,119.0,yes,1.37279081671095,103.846911241497,4300
2021-11,4 room,93.0,yes,1.3726147414362,103.849155674919,2850
2021-12,4 room,92.0,yes,1.36734158552808,103.854041064261,2000
2021-02,4 room,102.0,yes,1.35613778516576,103.844897654796,2500
2021-06,4 room,93.0,yes,1.38547480834709,103.759880549321,2050
2021-01,3 room,68.0,yes,1.37572474108554,103.849934308508,1750
2022-03,4-room,100.0,yes,1.34210413117254,103.745408699132,2100
2023-01,5-room,123.0,yes,1.36899342078075,103.949117873932,2950
2021-07,3 room,64.0,yes,1.35288178547102,103.870236774547,2300
2022-11,5-room,110.0,yes,1.29331314480289,103.808253434532,4100
2023-05,3-room,67.0,yes,1.38120447407275,103.842513754208,2100
2022-02,5-room,110.0,yes,1.3976923979029,103.915171969573,2600
2022-03,3-room,67.0,yes,1.305104400087,103.766311863504,1800
2021-03,5 room,131.0,yes,1.35252644338434,103.883738329606,2600
2022-08,4-room,109.0,yes,1.35688865638722,103.842673876424,2300
2023-07,3-room,59.0,yes,1.27842357024921,103.826237590943,2600
2023-03,5-room,122.0,yes,1.35344324893831,103.936557632514,4200
2021-05,5 room,123.0,yes,1.43938615380542,103.801706470491,2950
2021-04,3 room,74.0,yes,1.37633401164513,103.887398856113,1800
2022-06,3-room,67.0,yes,1.31158040643011,103.764211279777,2300
2021-07,3 room,67.0,yes,1.33183921459218,103.912364855077,1600
2022-08,4-room,84.0,yes,1.37311695668565,103.888015932974,2750
2022-10,3-room,67.0,yes,1.39965440414761,103.899915641085,2800
2022-10,3-room,68.0,yes,1.4513699701967,103.828324578002,3550
2022-02,5-room,124.0,yes,1.38341750127746,103.745686287938,2600
2022-09,4-room,94.0,yes,1.29375107969483,103.811956712048,2950
2022-12,5-room,133.0,yes,1.30373748080136,103.767838195196,3450
2023-04,3-room,60.0,yes,1.30537797355378,103.799323866169,2950
2021-07,4 room,82.0,yes,1.29685311080014,103.853347534791,2850
2023-06,4-room,83.0,yes,1.35444891059602,103.874262060745,2200
2022-10,5-room,135.0,yes,1.44392522478237,103.793219046325,3900
2022-05,3-room,67.0,yes,1.42972006809811,103.83310944896,2000
2021-06,3 room,59.0,yes,1.32751177120151,103.942220384041,1650
2022-12,4-room,100.0,yes,1.38372141309007,103.763127773739,3550
2021-09,3 room,67.0,yes,1.31399161476536,103.767089003977,1900
2021-11,5 room,115.0,yes,1.38317691810934,103.902596601727,2350
2022-02,5-room,119.0,yes,1.3779717648119,103.888099465444,2000
2022-02,4-room,90.0,yes,1.38507930337121,103.89585272192,2200
2021-06,4 room,100.0,yes,1.40044599472035,103.749872437775,2200
2022-11,2-room,49.0,yes,1.28766976882827,103.828202949008,1100
2022-02,3-room,67.0,yes,1.32936960154503,103.929067536324,2050
2021-03,3 room,64.0,yes,1.3305113506657,103.901087844197,1050
2021-10,5 room,117.0,yes,1.31975664729808,103.93427433992,2750
2022-08,4-room,92.0,yes,1.40870088870466,103.901326604714,2500
2023-07,4-room,93.0,yes,1.40341173051587,103.915952020104,3900
2022-03,2-room,47.0,yes,1.44438611303635,103.832077558585,2200
2023-05,4-room,93.0,yes,1.27773457800288,103.807093263136,4000
2023-03,5-room,110.0,yes,1.39296771940163,103.911961953324,3700
2021-08,4 room,108.0,yes,1.3619102434561,103.844170494859,2750
2021-08,4 room,84.0,yes,1.34993696977745,103.869562944176,2850
2021-11,3 room,67.0,yes,1.33691029763166,103.854030352751,1800
2021-10,4 room,95.0,yes,1.38335262478272,103.903221409585,1900
2021-04,5 room,113.0,yes,1.39594975733852,103.890467920512,2100
2021-04,4 room,105.0,yes,1.34820836305368,103.733799342203,2400
2023-01,5-room,124.0,yes,1.3332878303261,103.846165629616,2100
2021-03,5 room,113.0,yes,1.34970536621826,103.748403180472,2200
2022-10,5-room,118.0,yes,1.37537429110231,103.854258752173,2500
2022-01,5-room,117.0,yes,1.28141986196531,103.807286875557,3000
2023-03,4-room,95.0,yes,1.39572273025553,103.915305978671,3450
2021-07,3 room,59.0,yes,1.2869200622963,103.818673592235,1900
2021-03,4 room,85.0,yes,1.38430948653884,103.897629498821,1950
2021-06,4 room,100.0,yes,1.3590415975547,103.934383357768,2100
2023-06,5-room,109.0,yes,1.33799830622318,103.696320084561,3350
2021-01,5 room,126.0,yes,1.30402508947699,103.913501458863,2750
2021-04,5 room,115.0,yes,1.44100430753825,103.807223345894,2300
2023-02,4-room,101.0,yes,1.44670127140502,103.817044619348,4000
2023-03,5-room,110.0,yes,1.33853145939344,103.701545131576,4200
2021-10,3 room,56.0,yes,1.2972924543604,103.79822869754,1500
2022-06,4-room,104.0,yes,1.41667257801916,103.839242300389,2200
2021-02,5 room,114.0,yes,1.3952252892359,103.916000677606,2200
2023-04,5-room,114.0,yes,1.35608700205895,103.931752248401,4100
2022-07,3-room,67.0,yes,1.33781295353996,103.844331928876,2500
2021-12,4 room,102.0,yes,1.33615146757288,103.722633358102,2600
2021-03,5 room,122.0,yes,1.35926416653664,103.959503982842,1900
2023-04,4-room,91.0,yes,1.443728242112,103.796311726423,2100
2022-12,3-room,82.0,yes,1.27489670852233,103.808695347879,2750
2021-08,3 room,60.3,yes,1.33119721401346,103.886976681713,1900
2021-06,3 room,74.0,yes,1.35461516668329,103.947116640698,2150
2021-03,3 room,73.0,yes,1.35019740098746,103.939407095255,1900
2021-07,3 room,67.0,yes,1.36424140790743,103.95508531832,2200
2021-03,3 room,75.0,yes,1.28429935662089,103.830518003368,2300
2023-07,5-room,135.0,yes,1.34583873807476,103.691652319476,2100
2022-04,5-room,111.0,yes,1.39209206159846,103.910022480355,2500
2022-06,3-room,68.0,yes,1.36942307851072,103.858176958666,1950
2022-04,4-room,104.0,yes,1.33969365989339,103.693915380547,2600
2021-03,4 room,90.0,yes,1.38700727244301,103.904788709879,1900
2021-12,3 room,70.0,yes,1.43539299497423,103.829177147654,1900
2021-12,4 room,98.0,yes,1.27309040956353,103.810143564301,2850
2022-02,3-room,82.0,yes,1.31912618587195,103.766983653394,2100
2021-05,5 room,132.0,yes,1.35453674224831,103.847451973086,2950
2023-06,3-room,74.0,yes,1.35108388147213,103.932915604299,2100
2022-03,4-room,105.0,yes,1.33587226296479,103.935400949109,2600
2022-11,3-room,65.0,yes,1.31423937033551,103.870914031459,2450
2021-10,5 room,121.0,yes,1.34488600912462,103.85428449567,2100
2022-01,3-room,67.0,yes,1.31738024777586,103.764787030207,2000
2022-12,3-room,66.0,yes,1.33000819866672,103.842532936051,2750
2023-02,3-room,67.0,yes,1.43720254481335,103.794350937623,3350
2021-07,4 room,104.0,yes,1.40132802512812,103.748136094413,2050
2022-06,4-room,85.0,yes,1.39701308622338,103.909354092412,1950
2021-05,3 room,73.0,yes,1.4196134507191,103.835476274579,1750
2023-05,4-room,91.0,yes,1.32891558225172,103.940528728774,3950
2023-02,5-room,117.0,yes,1.37746990324755,103.886929044359,1900
2022-01,3-room,68.0,yes,1.37667706408635,103.83836104381,1600
2021-05,5 room,119.0,yes,1.35711597364175,103.937284846318,2600
2022-09,3-room,68.0,yes,1.40149164608042,103.914459128885,3150
2021-12,3 room,67.0,yes,1.43270791512175,103.840052416236,1600
2022-05,4-room,84.0,yes,1.32154128092741,103.94159328974,2200
2021-09,5 room,111.0,yes,1.33591314942937,103.699425779541,2400
2021-02,5 room,121.0,yes,1.35085167873462,103.838679123356,2600
2021-06,3 room,60.3,yes,1.33083095249698,103.887507765547,2300
2022-11,4-room,100.0,yes,1.28112269302349,103.808687895607,3250
2021-12,3 room,67.0,yes,1.305104400087,103.766311863504,1600
2021-11,4 room,103.0,yes,1.28727739643389,103.810963565072,2500
2022-11,5-room,110.0,yes,1.39794240618774,103.909448151668,2500
2023-03,5-room,112.0,yes,1.37801001262766,103.901070789874,4350
2023-03,4-room,102.0,yes,1.34421030208672,103.759205458315,2100
2021-10,4 room,107.0,yes,1.35416527536518,103.962442566422,2950
2021-10,5 room,120.0,yes,1.34083504320183,103.706006657162,3350
2021-05,3 room,75.0,yes,1.35074543601676,103.948024392634,2400
2022-02,4-room,76.0,yes,1.33472713626235,103.849822984337,2950
2022-07,3-room,67.0,yes,1.32138118291427,103.884306283099,3100
2021-07,3 room,65.0,yes,1.35006712276964,103.85253500527,2550
2023-05,2-room,43.0,yes,1.33824914332833,103.852481978622,2000
2022-04,3-room,59.0,yes,1.27298528304053,103.820252009798,1900
2023-07,5-room,122.0,yes,1.38051822975687,103.887953240185,3800
2023-02,5-room,110.0,yes,1.28115558487763,103.827266559741,3050
2022-03,5-room,121.0,yes,1.348845490498,103.875224639926,2950
2022-09,4-room,84.0,yes,1.37280668545918,103.886904274267,2800
2023-04,5-room,114.0,yes,1.3450040798895,103.705331464969,3700
2022-11,4-room,100.0,yes,1.28838106670584,103.817391094217,3900
2021-09,3 room,67.0,yes,1.30619182602956,103.8011938191,2200
2023-06,3-room,62.0,yes,1.34047287241805,103.846142516335,3700
2021-11,3 room,60.0,yes,1.30525193756004,103.800073029624,2400
2021-06,3 room,59.0,yes,1.27037951175815,103.823235972289,2100
2023-02,4-room,92.0,yes,1.27349303763916,103.809744638751,3050
2022-08,5-room,118.0,yes,1.32796267483785,103.844826964123,3350
2022-01,4-room,93.0,yes,1.44476382182316,103.831865540071,2300
2021-09,5 room,111.0,yes,1.33721672789187,103.700757990613,2100
2022-04,3-room,59.0,yes,1.30743411126247,103.792897574712,2600
2022-06,4-room,89.0,yes,1.36294455374689,103.834093500169,2500
2022-03,4-room,93.0,yes,1.27208558524996,103.825495615402,2600
2022-10,5-room,120.0,yes,1.35957584113289,103.934155801669,2750
2022-06,5-room,117.0,yes,1.31814242416478,103.93186323479,3250
2021-10,4 room,84.0,yes,1.43507473889027,103.840795048444,2100
2021-09,3 room,67.0,yes,1.31240641918888,103.768752275192,1700
2021-03,3 room,67.0,yes,1.43116848559462,103.834264424083,1800
2023-04,3-room,75.0,yes,1.3775062692911,103.840557182306,1600
2022-02,3-room,74.0,yes,1.37448362419622,103.882442196131,2850
2022-08,3-room,74.0,yes,1.30573440556914,103.857121480845,2150
2021-01,3 room,79.0,yes,1.34629813577257,103.947509805595,1900
2021-05,3 room,58.0,yes,1.30363604634114,103.799461668023,1850
2022-02,5-room,126.0,yes,1.33251871785385,103.908283298037,2850
2021-09,3 room,67.0,yes,1.31966316716168,103.769139839665,2400
2021-12,4 room,88.0,yes,1.30905394546184,103.794063120888,2500
2021-07,3 room,74.0,yes,1.36031154375589,103.954664138866,1750
2023-06,3-room,67.0,yes,1.33390034057387,103.848854818382,2100
2023-02,5-room,110.0,yes,1.29331314480289,103.808253434532,3550
2021-05,3 room,59.0,yes,1.27718546024846,103.819516181006,1900
2022-08,3-room,74.0,yes,1.3343391689203,103.869158899303,2750
2023-02,4-room,93.0,yes,1.43828221158378,103.793216471148,1500
2022-06,4-room,92.0,yes,1.36605027829032,103.854168309853,2600
2022-03,4-room,104.0,yes,1.34624866176031,103.749382188265,2300
2021-04,3 room,67.0,yes,1.30434110257324,103.766529796163,1900
2022-03,5-room,110.0,yes,1.39495696200868,103.909634230948,2100
2021-09,4 room,93.0,yes,1.40149164608042,103.914459128885,2500
2022-04,4-room,101.0,yes,1.28265068056025,103.828178493453,2700
2023-03,5-room,110.0,yes,1.3968057047795,103.905054187798,3750
2022-08,4-room,84.0,yes,1.32880527103033,103.904280456723,2500
2021-03,5 room,139.0,yes,1.3076509314131,103.889069356653,2950
2021-03,3 room,72.0,yes,1.31962057942712,103.747111361741,1850
2021-09,5 room,110.0,yes,1.45154963235734,103.816931737183,2600
2023-07,3-room,73.0,yes,1.31902239271028,103.746691863405,2850
2021-07,5 room,118.0,yes,1.32486087785589,103.942554038061,1900
2023-07,3-room,73.0,yes,1.4157153619615,103.833410417902,2000
2022-06,5-room,122.0,yes,1.37131564445886,103.889932276881,2300
2023-03,5-room,120.0,yes,1.4327294591592,103.794777358439,3350
2021-03,3 room,65.0,yes,1.30264896606627,103.912184784558,1900
2023-03,4-room,84.0,yes,1.3270269894911,103.904816431751,3700
2022-12,4-room,90.0,yes,1.33707171569253,103.698260716035,4200
2022-09,3-room,56.0,yes,1.30840477810117,103.887347527399,2500
2022-04,5-room,111.0,yes,1.35183241937093,103.704007771092,2050
2023-04,5-room,115.0,yes,1.28838106670584,103.817391094217,5250
2021-01,5 room,111.0,yes,1.44983764720493,103.819822012552,2000
2023-05,3-room,68.0,yes,1.3572844410824,103.839396679952,1900
2023-05,3-room,67.0,yes,1.39619302195076,103.88972181068,2950
2021-07,4 room,104.0,yes,1.33597277354753,103.924883020541,2400
2021-02,4 room,94.0,yes,1.35050460657034,103.704250604883,2600
2023-01,3-room,68.0,yes,1.33764156135414,103.918906218067,2750
2022-05,2-room,50.0,yes,1.33778337648439,103.852507455855,1400
2021-09,4 room,104.0,yes,1.42590766387746,103.845994782831,1750
2022-11,4-room,90.0,yes,1.382379846623,103.893800423718,2700
2021-07,5 room,118.0,yes,1.3278687431847,103.844209602863,2600
2022-03,3-room,68.0,yes,1.37057765782635,103.857854578394,1800
2021-08,5 room,110.0,yes,1.34309420970325,103.698866098979,2600
2021-10,4 room,104.0,yes,1.42924779338166,103.845192240134,2100
2021-06,3 room,73.0,yes,1.37061517595951,103.83596769452,2200
2023-02,5-room,110.0,yes,1.3936550850698,103.890915195653,2600
2021-06,4 room,97.0,yes,1.40640385188347,103.905958190135,2000
2021-11,5 room,127.0,yes,1.37468101222365,103.943850333671,2500
2022-06,3-room,64.0,yes,1.35130933561361,103.727345002671,2000
2022-06,3-room,67.0,yes,1.32138118291427,103.884306283099,1900
2023-07,4-room,98.0,yes,1.31087920188873,103.769572621889,4300
2021-07,3 room,65.0,yes,1.32158068709129,103.854150953187,2000
2022-01,4-room,84.0,yes,1.37523655617182,103.772368431232,2500
2021-09,3 room,68.0,yes,1.36038104862798,103.750923865594,2050
2022-03,3-room,56.0,yes,1.32577955574857,103.858806901306,2100
2023-03,4-room,101.0,yes,1.34072885868923,103.746781223695,3700
2021-07,5 room,110.0,yes,1.39893869186338,103.910538480996,2500
2021-06,4 room,106.0,yes,1.37376656667899,103.955388318547,2500
2023-03,4-room,93.0,yes,1.40507771619281,103.90775993572,2300
2021-02,5 room,120.0,yes,1.30155231275164,103.908408095825,2850
2023-04,2-room,47.0,yes,1.28196243466081,103.829559141133,3150
2022-05,3-room,65.0,yes,1.31423937033551,103.870914031459,2300
2021-03,4 room,105.0,yes,1.35323767469816,103.869412535838,2400
2021-05,5 room,121.0,yes,1.35713536413244,103.952873767554,2000
2022-05,3-room,73.0,yes,1.32613049575596,103.927924007858,3250
2021-01,3 room,73.0,yes,1.35061228147276,103.939397414558,2200
2023-01,4-room,90.0,yes,1.33879791361243,103.734807724832,2950
2022-12,4-room,104.0,yes,1.3337138280505,103.845233136341,4400
2021-07,3 room,82.0,yes,1.34915940818726,103.950281490906,2150
2021-12,5 room,113.0,yes,1.40601534722271,103.896508270967,2750
2021-11,5 room,110.0,yes,1.39291333684103,103.892403304917,2600
2022-12,4-room,86.0,yes,1.33466409464552,103.846451369821,3350
2021-03,5 room,122.0,yes,1.35707271057215,103.947601553633,2750
2022-02,3-room,68.0,yes,1.31344800902909,103.765483715647,2600
2023-01,5-room,121.0,yes,1.43138584014099,103.837699405144,3800
2021-08,5 room,135.0,yes,1.3466798351223,103.731141908994,2300
2022-05,5-room,110.0,yes,1.38993095065831,103.886560729813,2900
2023-02,4-room,93.0,yes,1.34563047616405,103.705038025438,3050
2022-03,3-room,67.0,yes,1.35647098065068,103.871126764494,2000
2022-12,5-room,122.0,yes,1.36745077992385,103.952550105586,2200
2021-06,3 room,73.0,yes,1.35039108059223,103.954901592901,1700
2021-07,3 room,73.0,yes,1.36742112526427,103.845903587276,2150
2022-05,3-room,68.0,yes,1.34966890869827,103.744083499088,2500
2021-01,4 room,101.0,yes,1.37461810751349,103.738364995209,1800
2023-07,3-room,67.0,yes,1.27736066510423,103.831600213349,3450
2021-01,4 room,90.0,yes,1.38840183014731,103.88816713058,1900
2023-07,4-room,100.0,yes,1.36987745772013,103.891412815739,4000
2023-03,5-room,114.0,yes,1.32102712835424,103.73951436112,4200
2021-10,3 room,68.0,yes,1.37733908523477,103.836472445051,1800
2022-01,5-room,133.0,yes,1.44337343863147,103.788716250621,2500
2023-07,3-room,59.0,yes,1.32264236942866,103.870596516216,3150
2022-02,3-room,66.0,yes,1.33093933675526,103.858181909317,2000
2022-06,3-room,67.0,yes,1.35058252902296,103.837846846026,2450
2022-08,4-room,98.0,yes,1.44398788887815,103.772009513931,2950
2022-12,4-room,101.0,yes,1.37859282552753,103.737126374388,2750
2021-09,3 room,67.0,yes,1.31413785421482,103.767942210615,2000
2023-06,5-room,115.0,yes,1.36348353323119,103.752171420758,2100
2022-12,5-room,112.0,yes,1.35038381956263,103.739194582058,3050
2022-01,3-room,68.0,yes,1.30520206759029,103.763833368922,1850
2021-11,3 room,65.0,yes,1.32158068709129,103.854150953187,1900
2022-12,5-room,126.0,yes,1.34287178966991,103.95756183721,4500
2021-03,5 room,114.0,yes,1.38972509794045,103.877958882809,2300
2022-05,5-room,122.0,yes,1.34800341123895,103.855395747158,2750
2022-05,4-room,91.0,yes,1.32260037517198,103.882463203575,2500
2022-05,3-room,67.0,yes,1.37005500420092,103.854880566919,2950
2022-05,3-room,67.0,yes,1.43598159724925,103.781929846478,2500
2021-04,5 room,135.0,yes,1.35275290532096,103.717763434614,1400
2023-06,3-room,74.0,yes,1.35214022964459,103.930767987584,3150
2023-07,4-room,101.0,yes,1.37817751599485,103.737107245589,3050
2023-01,3-room,74.0,yes,1.34835818598708,103.730092202588,3500
2021-02,4 room,105.0,yes,1.35323767469816,103.869412535838,2900
2023-02,4-room,93.0,yes,1.34290239942022,103.713939473716,3350
2021-01,5 room,111.0,yes,1.3990576199104,103.915464678932,1850
2021-08,3 room,76.0,yes,1.32488916644196,103.920246730461,2400
2023-02,5-room,121.0,yes,1.43296723097781,103.777807451472,4000
2021-10,4 room,104.0,yes,1.42956999096502,103.848020471141,1700
2022-09,4-room,91.0,yes,1.3906986624878,103.907208774203,3150
2023-05,4-room,90.0,yes,1.28275797395281,103.825205576961,4500
2022-06,2-room,49.0,yes,1.2880016960752,103.831614592325,1250
2021-03,4 room,92.0,yes,1.3269699402053,103.93585007622,2950
2021-12,3 room,70.0,yes,1.32791477933184,103.942144427101,1700
2023-01,5-room,122.0,yes,1.38246992704217,103.747346083254,3700
2021-10,5 room,122.0,yes,1.38696771906197,103.897260059685,2000
2021-08,3 room,86.0,yes,1.31900921124333,103.747433142313,2300
2021-02,5 room,110.0,yes,1.33896760557525,103.697949806462,2600
2023-06,5-room,121.0,yes,1.43392855622242,103.785928814892,4000
2023-01,5-room,129.0,yes,1.2860309003653,103.819023683302,2800
2021-02,5 room,123.0,yes,1.41882571984677,103.833376368777,2750
2022-09,3-room,65.0,yes,1.30370556638513,103.911444787591,2950
2021-12,3 room,65.0,yes,1.30905394546184,103.794063120888,2000
2023-04,3-room,82.0,yes,1.36167030761833,103.851955453764,1700
2023-06,5-room,110.0,yes,1.39234414519167,103.888049808731,3350
2023-07,5-room,129.0,yes,1.37517789596632,103.943569595629,3950
2021-04,5 room,111.0,yes,1.33542561725123,103.69693468614,2400
2021-03,3 room,67.0,yes,1.33244414877355,103.941297978178,1750
2022-05,2-room,45.0,yes,1.33433431952628,103.917712569623,1450
2022-12,3-room,67.0,yes,1.30837126346035,103.785133508433,2750
2021-04,4 room,107.0,yes,1.390443298753,103.745743952477,1900
2022-01,5-room,128.0,yes,1.38623384280798,103.771188152165,1700
2022-04,3-room,65.0,yes,1.3148464110566,103.895864993673,2600
2023-06,4-room,102.0,yes,1.43435618209184,103.798619620908,2600
2023-05,3-room,65.0,yes,1.30905394546184,103.794063120888,3250
2021-07,4 room,90.0,yes,1.38023381201566,103.764815490957,2600
2022-12,3-room,76.0,yes,1.32036884714802,103.868340795574,2250
2023-05,3-room,65.0,yes,1.34203351013688,103.850648936995,3350
2021-07,4 room,103.0,yes,1.32064381512285,103.861634081148,2300
2021-12,3 room,65.0,yes,1.34002063627855,103.845413792089,2100
2022-12,3-room,64.0,yes,1.34976201896994,103.852472713646,2100
2022-09,3-room,67.0,yes,1.33781295353996,103.844331928876,2300
2023-04,3-room,65.0,yes,1.30264896606627,103.912184784558,3150
2022-05,3-room,60.0,yes,1.30467866112528,103.800423584746,2400
2021-07,4 room,103.0,yes,1.41807789053212,103.835582914002,2500
2021-04,5 room,110.0,yes,1.39345998492639,103.888223477645,2100
2021-10,3 room,67.0,yes,1.31240641918888,103.768752275192,1800
2021-06,5 room,110.0,yes,1.39893869186338,103.910538480996,1900
2022-04,4-room,83.0,yes,1.32100982297014,103.73748275185,2350
2021-08,4 room,92.0,yes,1.27450639323765,103.810535503194,2500
2022-09,4-room,110.0,yes,1.37640666233782,103.94172194055,3800
2021-04,5 room,123.0,yes,1.36582030229146,103.954308255767,1800
2022-05,5-room,122.0,yes,1.34525092996959,103.758361154197,2950
2022-01,4-room,92.0,yes,1.32716150771949,103.936824833587,2600
2023-06,4-room,91.0,yes,1.34409724788485,103.702860640067,3150
2023-06,3-room,89.0,yes,1.36569761910875,103.858941954115,3050
2023-05,5-room,117.0,yes,1.27267256466786,103.822875659974,4200
2021-06,3 room,73.0,yes,1.33100823526591,103.938066838998,2100
2022-08,3-room,59.0,yes,1.331245062192,103.931244293846,3050
2023-04,3-room,73.0,yes,1.34958659802717,103.727240365566,2950
2022-10,5-room,110.0,yes,1.33588435399266,103.843991340255,2850
2022-02,3-room,67.0,yes,1.30423592481834,103.76785339614,2100
2021-07,3 room,73.0,yes,1.37850799248774,103.750707442454,1500
2021-12,4 room,101.0,yes,1.43542609193713,103.796998842033,1800
2023-06,5-room,122.0,yes,1.34225792802261,103.950128354135,3350
2022-03,5-room,122.0,yes,1.38335905386749,103.768931967946,2600
2022-08,5-room,110.0,yes,1.39259070435595,103.889372018379,2600
2022-03,4-room,86.0,yes,1.36585374932576,103.752728543207,1950
2022-12,5-room,110.0,yes,1.40013151118101,103.906647584844,2500
2021-04,3 room,67.0,yes,1.32139766306096,103.93973036061,2000
2022-11,4-room,90.0,yes,1.39816276188602,103.916714233829,3150
2022-09,5-room,108.0,yes,1.35636967092522,103.938987991759,3150
2022-05,3-room,67.0,yes,1.36569241524537,103.855097870221,2850
2023-03,3-room,56.0,yes,1.32653588159213,103.887672820976,2550
2023-07,5-room,114.0,yes,1.39627216146094,103.914537839865,3700
2021-10,5 room,135.0,yes,1.44392522478237,103.793219046325,2850
2023-04,4-room,101.0,yes,1.43832201343805,103.799571960255,2750
2022-01,5-room,110.0,yes,1.34309420970325,103.698866098979,2200
2021-03,3 room,67.0,yes,1.32987028916159,103.909220387915,2050
2023-01,4-room,91.0,yes,1.32848132017235,103.940611608837,3150
2021-11,3 room,67.0,yes,1.32041601736618,103.942732310081,1900
2023-04,5-room,110.0,yes,1.39701802009921,103.897534779007,3050
2023-01,3-room,53.0,yes,1.28922928913172,103.809193412567,3150
2021-05,4 room,107.0,yes,1.27860068677354,103.82708537661,2500
2021-02,4 room,92.0,yes,1.40290323653965,103.910057537905,2300
2023-01,3-room,75.0,yes,1.36487674599293,103.856287317569,2300
2022-11,3-room,60.0,yes,1.28496279681204,103.845618260281,2600
2022-02,4-room,103.0,yes,1.34476326355535,103.852206845531,2100
2022-11,4-room,103.0,yes,1.28761342749689,103.812272124073,2800
2023-05,3-room,66.0,yes,1.32387379240679,103.856482753763,3050
2021-01,5 room,132.0,yes,1.3947072213297,103.747269527804,2350
2021-01,3 room,60.0,yes,1.35780969729527,103.944917697684,2350
2023-04,5-room,127.0,yes,1.34633419863932,103.696531225915,2600
2023-02,5-room,121.0,yes,1.35376054012844,103.949939708912,1950
2023-05,3-room,67.0,yes,1.33335596212429,103.848865687447,3700
2021-05,5 room,126.0,yes,1.37682423712117,103.933319512718,2200
2023-05,5-room,120.0,yes,1.3415358326617,103.737487956254,4600
2022-09,3-room,59.0,yes,1.34561976984928,103.711613047955,2500
2021-07,5 room,120.0,yes,1.34066465502993,103.696345743929,3100
2021-05,3 room,60.0,yes,1.32904361761824,103.887438053241,1450
2022-02,3-room,65.0,yes,1.34625797211644,103.715154716629,1050
2022-10,3-room,65.0,yes,1.31782374680828,103.88007758537,2950
2023-03,3-room,68.0,yes,1.42995455706118,103.828835235349,2600
2022-02,3-room,76.0,yes,1.30445136012651,103.90964857031,2100
2021-12,4 room,101.0,yes,1.44567776517239,103.82242147898,2200
2021-07,3 room,74.0,yes,1.33470936894148,103.86841323904,1950
2023-02,5-room,116.0,yes,1.39431736139144,103.899208210781,3250
2023-04,3-room,75.0,yes,1.29113483646901,103.826764453591,2400
2021-03,4 room,101.0,yes,1.34302556609258,103.951759832167,2950
2023-07,5-room,115.0,yes,1.28805315705423,103.815277070461,5150
2021-10,4 room,87.0,yes,1.30309348569558,103.908751531623,2550
2022-05,4-room,100.0,yes,1.37232463489768,103.871285200803,2500
2022-08,4-room,92.0,yes,1.37814544014756,103.901767342056,4000
2021-01,3 room,67.0,yes,1.327740236451,103.939005696963,1250
2021-01,3 room,67.0,yes,1.4322213507358,103.827555124846,2000
2022-03,3-room,67.0,yes,1.29361494016312,103.803742526958,2100
2023-03,5-room,122.0,yes,1.4178225828294,103.839854472178,3350
2023-03,3-room,68.0,yes,1.36785888260941,103.856047007924,1250
2022-02,5-room,115.0,yes,1.38906494156565,103.877151925492,1750
2023-04,5-room,110.0,yes,1.39997804332642,103.903853190961,3700
2022-11,3-room,67.0,yes,1.40557473862472,103.897925654424,3600
2022-02,5-room,110.0,yes,1.40467820311031,103.746800063318,3050
2021-08,5 room,110.0,yes,1.40270615150902,103.905308204685,2100
2021-03,4 room,103.0,yes,1.34550186128369,103.853443638303,2550
2021-04,3 room,72.0,yes,1.33418088520743,103.852706937473,2000
2021-12,5 room,122.0,yes,1.41511032968933,103.83341538078,2300
2021-09,3 room,68.0,yes,1.34505773588933,103.710699802755,2000
2021-01,5 room,121.0,yes,1.35561756499877,103.962257931593,2100
2022-02,4-room,103.0,yes,1.37416504802935,103.772712312801,2300
2022-12,3-room,67.0,yes,1.33875703748672,103.72215701993,1800
2021-12,4 room,93.0,yes,1.37680678506745,103.842017962576,2100
2021-08,3 room,60.0,yes,1.2881713453856,103.828454024092,1850
2021-02,4 room,89.0,yes,1.3628703224303,103.833604034312,2200
2021-08,3 room,73.0,yes,1.32052771476512,103.934764301988,2100
2022-01,5-room,121.0,yes,1.35984427795017,103.956436060173,2550
2021-07,4 room,99.0,yes,1.38153645835758,103.762138791815,1750
2021-09,4 room,99.0,yes,1.3208228255704,103.73907552675,2950
2021-02,5 room,110.0,yes,1.39290849913155,103.89067545184,2200
2022-09,5-room,120.0,yes,1.31505420515826,103.870303668462,2600
2021-09,3 room,67.0,yes,1.36845752328237,103.844515336938,1800
2022-01,3-room,67.0,yes,1.34208650043068,103.736825653173,2100
2023-03,4-room,92.0,yes,1.38983599006926,103.894154149578,3700
